id,size,Relative Time (s),time_spent,access_type
8754,0.2597665786743164,43597,0,2
8755,8.746053695678711,43597,0,2
8715,0.1677703857421875,43598,0,1
8756,8.745523452758789,43598,0,2
8757,0.0010194778442382812,43600,0,2
8758,1391.4971723556519,43602,0,2
470,0.0,43603,0,1
8759,30.444796562194824,43603,0,2
8760,67.93492412567139,43603,0,2
8761,0.22552967071533203,43605,0,2
8762,1.2272100448608398,43608,0,2
8763,38275.44779109955,43616,0,2
7293,0.0005340576171875,43618,0,1
470,0.0,43621,0,1
8764,0.0010471343994140625,43631,0,2
8765,0.06117439270019531,43633,0,2
8766,0.0028066635131835938,43633,0,2
470,0.0,43634,0,1
8767,0.0009908676147460938,43636,0,2
6580,0.00102996826171875,43638,0,1
8764,0.0010471343994140625,43640,0,1
8768,1376.4889688491821,43642,0,2
8769,0.041431427001953125,43647,0,2
8770,0.1927804946899414,43657,0,2
30,9.5367431640625e-07,43658,0,1
8771,38275.50887775421,43662,0,2
8721,476.6056385040283,43663,0,1
324,9.34600830078125e-05,43664,0,1
8772,0.06798362731933594,43664,0,2
7293,0.0005340576171875,43667,0,1
8773,12.750239372253418,43671,0,2
2840,0.0005283355712890625,43673,0,1
2840,0.0005283355712890625,43682,0,1
4620,0.000514984130859375,43691,0,1
8774,0.8304529190063477,43698,0,2
8760,67.93492412567139,43703,0,1
335,0.041769981384277344,43705,0,1
8651,47273.80394935608,43707,0,1
54,4.037049293518066,43708,0,1
8727,509.9612627029419,43709,0,1
8775,1189.3424472808838,43711,0,2
1205,0.00035953521728515625,43714,0,1
7293,0.0005340576171875,43717,0,1
8776,0.00518035888671875,43720,0,2
8777,45.09649085998535,43722,0,2
8642,0.03360748291015625,43723,0,1
470,0.0,43723,0,1
8778,0.0004949569702148438,43725,0,2
8644,1505.08274269104,43728,0,1
8779,14.464845657348633,43731,0,2
719,0.092041015625,43731,0,1
8780,24442.258966445923,43733,0,2
8781,1.4193344116210938,43734,0,2
470,0.0,43736,0,1
8646,981.0300741195679,43738,0,1
8782,8729.238684654236,43756,0,2
348,0.03937339782714844,43758,0,1
8783,3.1518545150756836,43758,0,2
7293,0.0005340576171875,43758,0,1
1347,0.00222015380859375,43762,0,1
8784,102254.85937023163,43764,0,2
8785,87302.05614089966,43767,0,2
8786,2.0114669799804688,43770,0,2
8688,33507.60207462311,43773,0,1
8787,0.0027713775634765625,43778,0,2
8637,4086.9486207962036,43779,0,1
8788,12607.611507415771,43779,0,2
8789,80.85808277130127,43780,0,2
8790,1263.444564819336,43783,0,2
470,0.0,43783,0,1
719,0.092041015625,43785,0,1
1205,0.00035953521728515625,43786,0,1
8791,36.12200927734375,43787,0,2
8792,0.03064250946044922,43793,0,2
8793,19.229841232299805,43802,0,2
8794,0.028392791748046875,43805,0,2
8795,838.2015619277954,43806,0,2
7293,0.0005340576171875,43807,0,1
719,0.092041015625,43824,0,1
324,9.34600830078125e-05,43832,0,1
470,0.0,43836,0,1
30,9.5367431640625e-07,43837,0,1
7345,0.002288818359375,43838,0,1
719,0.092041015625,43841,0,1
470,0.0,43843,0,1
8796,1.5159645080566406,43845,0,2
8797,0.026403427124023438,43847,0,2
8713,47932.12145423889,43851,0,1
8759,30.444796562194824,43854,0,1
8798,1431.0813369750977,43856,0,2
8756,8.745523452758789,43856,0,1
7293,0.0005340576171875,43857,0,1
8648,191716.08888435364,43859,0,1
8799,0.3788595199584961,43863,0,2
8800,1.291274070739746,43869,0,2
719,0.092041015625,43869,0,1
8801,493820.0385732651,43870,0,2
8802,0.2631807327270508,43870,0,2
8803,2.656015396118164,43871,0,2
8804,0.10544395446777344,43873,0,2
8805,71.54555130004883,43873,0,2
8806,0.1361837387084961,43876,0,2
8807,1.3216123580932617,43884,0,2
8808,112.64743041992188,43887,0,2
335,0.041769981384277344,43890,0,1
8809,1133384.4853315353,43893,0,2
30,9.5367431640625e-07,43897,0,1
8810,1381.7243013381958,43897,0,2
8811,1379.5768842697144,43899,0,2
8812,835733.6771841049,43900,0,2
8813,597.285195350647,43902,0,2
470,0.0,43903,0,1
8814,56999.37148857117,43908,0,2
2630,0.000537872314453125,43908,0,1
8796,1.5159645080566406,43908,0,1
8779,14.464845657348633,43914,0,1
8815,5.959607124328613,43916,0,2
8816,0.1338787078857422,43916,0,2
8817,22926.28895187378,43920,0,2
8818,1.8526935577392578,43925,0,2
8819,4.978734970092773,43927,0,2
8820,1228.138030052185,43929,0,2
8821,0.08947467803955078,43934,0,2
