ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
289,136.100006,1.161981,0.181467,3.864197,9,6,1.159067,0.195546,8.406077
290,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
291,148.100006,1.264433,0.197467,4.204905,9,6,1.261262,0.212787,9.147244
292,69.400002,0.592516,0.092533,1.982670,9,6,0.591030,0.099713,4.432257
293,158.800003,1.355787,0.211733,4.503214,9,6,1.352386,0.228161,10.059543
294,183.399994,1.565814,0.244533,5.200815,9,6,1.561887,0.263506,11.617885
295,199.699997,1.704978,0.266267,5.663047,9,6,1.700703,0.286925,12.650445
296,191.399994,1.634116,0.255200,5.427677,9,6,1.630017,0.275000,12.124663
297,2.100000,0.017929,0.002800,0.059551,9,6,0.017884,0.003017,0.133029
298,2.400000,0.020490,0.003200,0.068059,9,6,0.020439,0.003448,0.152033
299,245.600006,2.096859,0.327467,6.964668,9,6,2.091600,0.352874,15.558085
300,137.899994,1.177349,0.183867,3.915303,9,6,1.174396,0.198132,8.517251
301,127.500000,1.088557,0.170000,3.620022,9,6,1.085827,0.183190,7.874906
302,124.900002,1.066359,0.166533,3.546202,9,6,1.063684,0.179454,7.714320
303,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
304,184.899994,1.578621,0.246533,5.243351,9,6,1.574661,0.265661,11.712906
305,132.500000,1.131245,0.176667,3.761984,9,6,1.128408,0.190374,8.183726
306,73.400002,0.626667,0.097867,2.096945,9,6,0.625095,0.105460,4.687719
307,64.300003,0.548974,0.085733,1.836970,9,6,0.547597,0.092385,4.106544
308,168.800003,1.441164,0.225067,4.786792,9,6,1.437549,0.242529,10.693016
309,154.800003,1.321636,0.206400,4.389783,9,6,1.318321,0.222414,9.806154
310,85.599998,0.730827,0.114133,2.430384,9,6,0.728994,0.122989,5.286996
311,127.800003,1.091118,0.170400,3.628540,9,6,1.088382,0.183621,7.893435
312,50.200001,0.428593,0.066933,1.434150,9,6,0.427518,0.072126,3.206042
313,150.300003,1.283216,0.200400,4.267368,9,6,1.279998,0.215948,9.283125
314,80.599998,0.688139,0.107467,2.288422,9,6,0.686413,0.115805,4.978176
315,169.100006,1.443725,0.225467,4.795299,9,6,1.440104,0.242960,10.712020
316,190.199997,1.623870,0.253600,5.393648,9,6,1.619798,0.273276,12.048647
317,149.899994,1.279801,0.199867,4.256011,9,6,1.276591,0.215374,9.258419
318,188.500000,1.609356,0.251333,5.345440,9,6,1.605320,0.270833,11.940956
319,2.600000,0.022198,0.003467,0.073730,9,6,0.022142,0.003736,0.164703
320,2.300000,0.019637,0.003067,0.065223,9,6,0.019587,0.003305,0.145699
321,2.800000,0.023906,0.003733,0.079402,9,6,0.023846,0.004023,0.177372
322,256.600006,2.190774,0.342133,7.276604,9,6,2.185279,0.368678,16.254904
323,147.199997,1.256749,0.196267,4.179351,9,6,1.253597,0.211494,9.091656
324,134.500000,1.148321,0.179333,3.818769,9,6,1.145441,0.193247,8.307254
325,214.500000,1.831336,0.286000,6.082742,9,6,1.826744,0.308190,13.587985
326,189.600006,1.618748,0.252800,5.376633,9,6,1.614688,0.272414,12.010639
327,2.800000,0.023906,0.003733,0.079402,9,6,0.023846,0.004023,0.177372
328,122.599998,1.046722,0.163467,3.480900,9,6,1.044097,0.176149,7.572263
329,138.199997,1.179910,0.184267,3.923820,9,6,1.176951,0.198563,8.535780
330,74.300003,0.634351,0.099067,2.122657,9,6,0.632760,0.106753,4.745198
331,66.099998,0.564342,0.088133,1.888393,9,6,0.562927,0.094971,4.221501
