ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
176803,868.174683,5.666400,0.876944,16.267167,10,9,5.331172,0.861284,65.874315
176804,700.066772,4.569193,0.707138,13.117295,10,9,4.298877,0.694511,53.118825
176805,19.946907,0.144538,0.035619,0.430155,6,5,0.137342,0.029995,1.150009
176806,669.747864,4.917722,0.761077,15.593148,10,8,4.626786,0.747486,47.575804
176807,848.747620,5.539603,0.857321,15.903159,10,9,5.211877,0.842012,64.400251
176808,16.822689,0.118951,0.030041,0.362781,6,5,0.112532,0.025297,0.969887
176809,761.344910,4.969143,0.769035,14.265476,10,9,4.675166,0.755302,57.768414
176810,810.733765,5.291494,0.818923,15.190885,10,9,4.978446,0.804299,61.515882
176811,541.239136,3.532558,0.546706,10.141309,10,9,3.323569,0.536944,41.067492
176812,667.090881,4.881276,1.010744,13.870710,7,6,4.671708,0.992695,41.030120
176813,303.951202,2.015674,0.452308,6.320007,7,6,1.868794,0.380891,18.694836
176814,796.435852,7.159093,1.206721,22.708168,9,6,6.678846,1.185172,48.904141
176815,780.226807,5.552161,1.013282,18.699950,9,7,5.321950,0.995187,51.686237
176816,817.908691,5.338324,0.826170,15.325323,10,9,5.022505,0.811417,62.060292
176817,829.755798,6.092603,0.942904,19.318471,10,8,5.732161,0.926067,58.942031
176818,724.512390,5.743870,1.097746,17.861068,8,6,5.371256,1.078143,44.524830
176819,83.845779,0.564283,0.149725,1.779627,6,5,0.513448,0.126084,4.792416
176820,576.140564,3.801720,0.654705,11.190041,9,8,3.556491,0.643014,40.955843
176821,820.561401,5.355637,0.828850,15.375028,10,9,5.038794,0.814049,62.261571
176822,9.513497,0.096511,0.042471,0.223385,3,2,0.088914,0.035765,0.419712
