ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
113019,742.346191,7.530839,3.314045,17.470132,3,2,6.938025,2.790775,31.434676
113020,754.047302,7.184919,3.427488,17.745502,3,2,6.928182,3.366283,31.930159
113021,787.561951,5.293422,1.998888,18.534225,3,2,4.849614,1.949411,33.349338
113022,557.033691,5.610474,2.486758,13.109048,3,2,5.206080,2.094112,23.587611
113023,581.402100,5.806218,2.642737,13.682526,3,2,5.626920,2.595545,24.619492
113024,736.241882,7.178410,2.191196,20.168149,4,2,6.699014,2.165417,31.138529
113025,203.833984,2.585169,0.909973,5.559762,4,2,2.404641,0.766293,9.200430
113026,558.956482,9.262879,2.540711,17.469109,5,2,8.715749,2.495341,23.611850
113027,50.383049,0.523732,0.153607,1.380800,4,2,0.481907,0.148185,2.275406
113028,817.616211,8.499124,2.492732,22.397266,4,2,7.820385,2.404754,34.580166
113029,372.056580,3.475621,1.691166,8.755858,3,2,3.427482,1.660967,15.754749
113030,772.833130,7.445425,3.450148,18.187602,3,2,6.844119,2.905388,32.725646
113031,420.683167,6.302296,1.912196,13.147643,5,2,6.143833,1.878050,17.770807
113032,784.615784,9.174786,3.566435,21.493273,4,2,8.559936,3.502749,33.184449
113033,179.965439,2.166385,0.803417,4.908725,4,2,2.039212,0.676562,8.123078
113034,74.890785,0.598430,0.228326,1.768712,3,2,0.589196,0.220267,3.378626
113035,64.108208,0.816438,0.286197,1.756953,4,2,0.756288,0.241008,2.895264
113036,148.352890,1.583649,0.452295,4.020163,4,2,1.559620,0.436332,6.500234
113037,569.083008,7.087919,2.540549,15.589104,4,2,6.616616,2.139410,24.068731
113038,97.076691,0.968612,0.288919,2.630647,4,2,0.899822,0.285520,4.253514
113039,351.662262,2.462203,0.925427,8.275904,3,2,2.225322,0.930323,14.891151
113040,768.501953,7.618920,3.493191,18.085673,3,2,7.437708,3.430812,32.542242
113041,617.698059,7.551117,2.757581,16.920834,4,2,6.984227,2.322173,26.124850
113042,204.675095,1.480207,0.624009,4.793431,3,2,1.360670,0.601986,9.239335
113043,769.793091,5.567133,2.346930,18.116058,3,2,5.117547,2.264097,32.596915
113044,760.075012,7.291423,3.393192,17.887356,3,2,6.583283,2.857425,32.185403
113045,765.798523,7.328216,3.480902,18.022051,3,2,7.185117,3.418743,32.427765
113046,120.765511,1.017910,0.368188,2.800292,3,2,1.009310,0.355193,5.283220
113047,87.136452,0.889504,0.265660,2.361280,4,2,0.835563,0.256284,3.817973
113048,749.608276,7.652134,2.285391,20.534300,4,2,7.188089,2.204730,31.703846
113049,446.638000,6.528487,1.993920,13.958811,5,2,6.065161,1.679090,18.867210
113050,349.728577,3.518170,1.589675,8.230398,3,2,3.447080,1.561288,14.809269
113051,723.334473,10.294491,3.287884,19.814572,4,2,9.634936,3.229172,30.592625
113052,581.183533,4.892005,1.771901,13.677383,3,2,4.739598,1.709363,24.610237
113053,786.210999,7.165229,1.995459,21.536972,4,2,6.628138,1.946067,33.251917
113054,648.468018,9.452462,2.947582,17.763727,4,2,8.829437,2.894947,27.426231
113055,384.774353,3.795247,1.173093,10.540268,4,2,3.575883,1.131689,16.273602
113056,400.623352,3.292495,1.221413,9.428139,3,2,3.220074,1.178304,16.964410
113057,20.768890,0.277883,0.094404,0.567897,4,2,0.247278,0.092718,0.917515
113058,626.257263,7.323045,2.846624,17.155299,4,2,6.832289,2.795791,26.486852
113059,724.892517,8.696446,3.236127,19.857252,4,2,8.072843,2.725160,30.658520
113060,443.230774,4.532395,2.014685,10.430848,3,2,4.454897,1.978709,18.768623
113061,809.663452,10.386568,2.468486,25.304473,5,2,9.741960,2.381363,34.202398
113062,625.319763,7.501884,2.791606,17.129618,4,2,6.963940,2.350826,26.447202
113063,292.168457,3.334690,1.328038,6.842500,3,2,3.125890,1.304323,13.188915
113064,739.412415,7.222364,3.360966,17.401089,3,2,7.069351,3.300948,31.310445
